recency,frequency,total_value,bank_approved,bank_err,bank_invalid_card,bank_insufficient_fund,bank_do_not_honor,bank_lost_card,amount_high,is_fraud,channel_master,channel_visa,channel_amex
57,10,29941.0,4,0,1,5,0,0,0,0,0,10,0
68,5,50000.0,3,0,1,1,0,0,0,0,0,5,0
29,3,10629.0,3,0,0,0,0,0,0,0,0,3,0
25,4,15118.0,4,0,0,0,0,0,0,0,0,4,0
29,2,6878.0,2,0,0,0,0,0,0,0,0,2,0
29,4,3802.0,4,0,0,0,0,0,0,0,0,4,0
18,3,9858.0,3,0,0,0,0,0,0,0,0,3,0
5,1,10.0,1,0,0,0,0,0,0,0,0,1,0
17,13,52052.0,8,0,0,4,1,0,0,0,0,13,0
1,10,63680.0,1,0,0,9,0,0,0,0,0,10,0
70,2,76111.0,1,0,1,0,0,0,2,0,0,2,0
11,4,8512.0,3,0,0,1,0,0,0,0,0,4,0
72,2,360404.0,2,0,0,0,0,0,2,0,0,2,0
30,5,21472.0,5,0,0,0,0,0,1,0,0,5,0
125,2,3935.0,2,0,0,0,0,0,0,0,0,2,0
3,1,6500.0,1,0,0,0,0,0,0,0,0,1,0
2,20,101375.0,6,0,0,14,0,0,0,0,0,20,0
165,1,6120.0,1,0,0,0,0,0,0,0,0,1,0
31,6,137565.0,6,0,0,0,0,0,6,0,0,6,0
7,4,130380.0,4,0,0,0,0,0,4,0,0,4,0
179,1,161701.0,1,0,0,0,0,0,1,0,0,1,0
146,1,36054.0,0,0,1,0,0,0,1,0,0,1,0
12,5,42500.0,5,0,0,0,0,0,0,0,0,5,0
7,27,88298.0,20,0,0,5,2,0,0,0,0,27,0
52,5,117920.0,1,0,0,4,0,0,5,0,0,5,0
4,3,54060.0,3,0,0,0,0,0,3,0,0,3,0
30,12,33649.0,6,0,0,6,0,0,0,0,0,12,0
117,1,80045.0,1,0,0,0,0,0,1,0,0,1,0
21,19,183279.0,19,0,0,0,0,0,10,0,0,19,0
7,11,20090.0,6,0,0,4,1,0,0,0,0,11,0
7,3,12022.0,3,0,0,0,0,0,0,0,0,3,0
118,3,87000.0,2,0,0,0,0,1,3,0,0,3,0
172,1,6450.0,0,0,0,1,0,0,0,0,0,1,0
230,1,10.0,1,0,0,0,0,0,0,0,0,1,0
29,3,12510.0,3,0,0,0,0,0,0,0,0,3,0
17,5,34322.0,5,0,0,0,0,0,0,0,0,5,0
246,1,10.0,0,0,0,0,0,1,0,0,0,1,0
168,1,10.0,0,0,0,0,0,1,0,0,0,1,0
154,2,6982.0,0,0,0,0,0,2,0,0,0,2,0
158,1,10.0,0,0,0,0,0,1,0,0,0,1,0
118,1,10.0,0,0,0,0,0,1,0,0,0,1,0
188,1,10.0,0,0,0,0,0,1,0,0,0,1,0
7,4,41064.0,4,0,0,0,0,0,4,0,0,4,0
9,14,89978.0,8,0,0,0,6,0,0,0,0,14,0
65,1,14460.0,1,0,0,0,0,0,1,0,0,1,0
114,7,37510.0,3,0,0,0,4,0,0,0,0,7,0
38,4,8041.0,4,0,0,0,0,0,0,0,0,4,0
29,5,13422.0,5,0,0,0,0,0,0,0,0,5,0
2,24,146078.0,20,0,0,4,0,0,5,0,0,24,0
29,3,20662.0,3,0,0,0,0,0,2,0,0,3,0
30,3,71792.62,3,0,0,0,0,0,3,0,0,3,0
13,9,20658.0,8,0,0,1,0,0,0,0,0,9,0
6,3,13041.0,3,0,0,0,0,0,0,0,0,3,0
97,24,315409.0,12,0,0,12,0,0,13,0,0,24,0
93,1,10.0,1,0,0,0,0,0,0,0,0,1,0
25,4,21628.0,4,0,0,0,0,0,0,0,0,4,0
97,3,3444.0,3,0,0,0,0,0,0,0,0,3,0
16,2,10582.0,2,0,0,0,0,0,0,0,0,2,0
7,8,52232.0,7,0,0,1,0,0,0,0,0,8,0
19,10,37952.0,10,0,0,0,0,0,0,0,0,10,0
19,1,10.0,1,0,0,0,0,0,0,0,0,1,0
21,3,9376.0,3,0,0,0,0,0,0,0,0,3,0
65,4,40000.0,3,0,0,0,0,1,0,0,0,4,0
1,1,22083.0,1,0,0,0,0,0,1,0,0,1,0
66,10,44500.0,10,0,0,0,0,0,0,0,0,10,0
31,3,7788.0,3,0,0,0,0,0,0,0,0,3,0
31,6,12258.0,6,0,0,0,0,0,0,0,0,6,0
7,1,5981.0,1,0,0,0,0,0,0,0,0,1,0
1,4,6426.0,3,0,0,0,1,0,0,0,0,4,0
106,1,1500.0,1,0,0,0,0,0,0,0,0,1,0
101,2,12519.0,2,0,0,0,0,0,1,0,0,2,0
17,7,121744.0,7,0,0,0,0,0,7,0,0,7,0
29,2,74126.0,2,0,0,0,0,0,2,0,0,2,0
29,4,40108.0,4,0,0,0,0,0,4,0,0,4,0
224,1,9745.0,1,0,0,0,0,0,0,0,0,1,0
79,1,9114.0,1,0,0,0,0,0,0,0,0,1,0
36,1,26858.0,1,0,0,0,0,0,1,0,0,1,0
17,4,11540.0,4,0,0,0,0,0,0,0,0,4,0
97,2,4986.0,2,0,0,0,0,0,0,0,0,2,0
2,15,44169.0,15,0,0,0,0,0,0,0,0,15,0
10,9,10321.0,8,0,0,0,1,0,0,0,1,8,0
19,1,10.0,1,0,0,0,0,0,0,0,0,1,0
20,9,259875.0,9,0,0,0,0,0,9,0,0,9,0
7,13,240318.0,13,0,0,0,0,0,13,0,0,13,0
10,2,30786.0,2,0,0,0,0,0,1,0,0,2,0
189,1,326801.0,1,0,0,0,0,0,1,0,0,1,0
58,1,85044.0,1,0,0,0,0,0,1,0,0,1,0
25,6,17178.0,2,0,0,4,0,0,0,0,0,6,0
10,4,5900.0,4,0,0,0,0,0,0,0,0,4,0
17,10,19190.0,7,0,0,3,0,0,0,0,0,10,0
169,3,10752.0,3,0,0,0,0,0,0,0,0,3,0
3,1,10.0,1,0,0,0,0,0,0,0,0,1,0
66,1,5660.0,0,0,0,1,0,0,0,0,0,1,0
16,2,2728.0,2,0,0,0,0,0,0,0,0,2,0
149,2,12492.0,0,0,2,0,0,0,0,0,0,2,0
29,3,3092.0,3,0,0,0,0,0,0,0,0,3,0
7,11,71480.0,4,0,0,7,0,0,0,0,0,11,0
3,7,43750.0,7,0,0,0,0,0,0,0,0,7,0
9,4,14299.0,4,0,0,0,0,0,0,0,0,4,0
16,7,39274.0,7,0,0,0,0,0,0,0,0,7,0
90,4,21280.0,4,0,0,0,0,0,0,0,0,4,0
89,1,10.0,0,0,1,0,0,0,0,0,0,1,0
29,3,4729.0,3,0,0,0,0,0,0,0,0,3,0
5,4,8155.0,4,0,0,0,0,0,0,0,0,4,0
17,1,2682.0,1,0,0,0,0,0,0,0,0,1,0
30,27,55286.0,5,0,0,22,0,0,0,0,0,27,0
7,11,17150.0,10,0,0,0,1,0,0,0,0,11,0
7,7,24466.0,7,0,0,0,0,0,0,0,0,7,0
177,4,7476.0,3,0,0,0,0,1,0,0,0,4,0
30,9,34430.0,9,0,0,0,0,0,0,0,0,9,0
28,6,9078.0,6,0,0,0,0,0,0,0,0,6,0
7,6,15643.0,5,0,0,0,1,0,0,0,0,6,0
27,6,128875.0,6,0,0,0,0,0,5,0,0,6,0
23,7,89656.0,7,0,0,0,0,0,7,0,0,7,0
181,3,9352.0,2,0,0,0,0,1,0,0,0,3,0
89,2,33684.0,1,0,0,0,0,1,2,0,0,2,0
15,7,16926.0,7,0,0,0,0,0,0,0,0,7,0
28,7,434273.0,7,0,0,0,0,0,7,0,0,7,0
4,1,10.0,1,0,0,0,0,0,0,0,0,1,0
148,3,47551.0,3,0,0,0,0,0,2,0,0,3,0
3,10,82390.0,10,0,0,0,0,0,0,0,0,10,0
22,6,58464.0,6,0,0,0,0,0,0,0,0,6,0
14,6,16514.0,5,0,0,0,0,1,0,0,0,6,0
182,1,120279.0,1,0,0,0,0,0,1,0,0,1,0
31,7,32704.0,7,0,0,0,0,0,0,0,0,7,0
16,8,12505.0,7,0,0,0,1,0,0,0,0,8,0
14,6,5745.0,6,0,0,0,0,0,0,0,0,6,0
212,4,540010.0,2,0,0,0,2,0,3,0,0,4,0
29,3,70122.0,3,0,0,0,0,0,3,0,0,3,0
20,7,75010.0,7,0,0,0,0,0,6,0,0,7,0
179,1,10.0,0,0,1,0,0,0,0,0,1,0,0
4,1,10.0,1,0,0,0,0,0,0,0,1,0,0
55,6,21840.0,2,0,0,0,4,0,0,0,6,0,0
2,2,3130.0,2,0,0,0,0,0,0,0,2,0,0
215,4,4200.0,1,0,0,0,2,1,0,0,4,0,0
11,29,290000.0,1,0,0,28,0,0,0,0,29,0,0
7,4,9994.0,4,0,0,0,0,0,0,0,4,0,0
25,2,20190.0,2,0,0,0,0,0,2,0,2,0,0
30,2,21201.0,2,0,0,0,0,0,1,0,2,0,0
29,5,80190.0,5,0,0,0,0,0,4,0,5,0,0
38,3,91611.0,3,0,0,0,0,0,3,0,3,0,0
270,1,351636.0,1,0,0,0,0,0,1,0,1,0,0
7,5,248110.0,5,0,0,0,0,0,5,0,5,0,0
16,7,92632.0,7,0,0,0,0,0,6,0,7,0,0
7,8,122545.0,4,0,0,0,4,0,7,0,8,0,0
7,4,16576.0,4,0,0,0,0,0,0,0,4,0,0
17,14,259622.0,13,0,0,0,0,1,12,0,14,0,0
4,2,203444.0,2,0,0,0,0,0,2,0,2,0,0
216,1,10.0,0,0,1,0,0,0,0,0,1,0,0
12,5,39520.0,5,0,0,0,0,0,0,0,5,0,0
60,1,25800.0,1,0,0,0,0,0,1,0,1,0,0
16,1,10.0,1,0,0,0,0,0,0,0,1,0,0
18,13,129558.0,7,0,0,4,2,0,0,0,13,0,0
18,1,194991.0,1,0,0,0,0,0,1,0,1,0,0
27,6,21855.0,6,0,0,0,0,0,0,0,6,0,0
26,9,25586.0,7,0,0,2,0,0,0,0,9,0,0
32,1,52718.0,0,0,0,0,1,0,1,0,1,0,0
7,6,7968.0,6,0,0,0,0,0,0,0,6,0,0
7,8,29008.0,8,0,0,0,0,0,0,0,8,0,0
2,8,37348.0,7,0,0,1,0,0,0,0,8,0,0
182,2,7007.0,2,0,0,0,0,0,0,0,2,0,0
210,1,65218.0,1,0,0,0,0,0,1,0,1,0,0
31,16,192672.0,4,0,0,12,0,0,16,0,16,0,0
29,4,7210.0,4,0,0,0,0,0,0,0,4,0,0
151,3,705786.0,1,0,0,0,2,0,3,0,3,0,0
7,2,2292.0,2,0,0,0,0,0,0,0,2,0,0
22,5,56825.0,1,0,0,4,0,0,5,0,5,0,0
70,3,4408.0,3,0,0,0,0,0,0,0,3,0,0
2,15,646264.0,4,0,0,11,0,0,14,0,15,0,0
84,17,100454.0,1,0,0,0,16,0,0,0,17,0,0
31,3,6378.0,3,0,0,0,0,0,0,0,3,0,0
41,1,10.0,0,0,0,1,0,0,0,0,1,0,0
31,3,37704.0,3,0,0,0,0,0,3,0,3,0,0
58,3,19500.0,3,0,0,0,0,0,0,0,3,0,0
7,10,14987.0,10,0,0,0,0,0,0,0,10,0,0
275,1,4527.0,0,0,1,0,0,0,0,0,1,0,0
18,15,110694.0,3,0,0,12,0,0,0,0,15,0,0
46,2,32844.0,0,0,2,0,0,0,2,0,2,0,0
8,7,10597.0,3,3,0,1,0,0,0,0,7,0,0
104,1,51530.0,1,0,0,0,0,0,1,0,1,0,0
3,2,21381.0,2,0,0,0,0,0,2,0,2,0,0
19,11,31174.0,6,0,0,5,0,0,0,0,11,0,0
16,4,45010.0,4,0,0,0,0,0,3,0,4,0,0
12,2,5668.0,2,0,0,0,0,0,0,0,2,0,0
30,1,10.0,1,0,0,0,0,0,0,0,1,0,0
30,13,72644.0,1,0,0,12,0,0,0,0,13,0,0
1,14,81260.0,2,0,0,12,0,0,0,0,14,0,0
6,20,93510.0,20,0,0,0,0,0,0,0,20,0,0
95,3,57782.0,2,0,0,1,0,0,2,0,3,0,0
7,13,32604.0,9,0,0,4,0,0,0,0,13,0,0
29,6,121000.0,6,0,0,0,0,0,6,0,6,0,0
174,1,10.0,1,0,0,0,0,0,0,0,1,0,0
7,1,10.0,1,0,0,0,0,0,0,0,1,0,0
2,10,28855.0,10,0,0,0,0,0,0,0,10,0,0
29,4,11142.0,4,0,0,0,0,0,0,0,4,0,0
127,1,125605.0,1,0,0,0,0,0,1,0,1,0,0
80,4,18784.0,4,0,0,0,0,0,0,0,4,0,0
107,2,111054.0,2,0,0,0,0,0,2,0,2,0,0
121,2,412000.0,0,0,0,0,2,0,2,0,2,0,0
7,4,2712.0,3,0,0,0,0,1,0,0,4,0,0
6,2,36968.0,2,0,0,0,0,0,2,0,2,0,0
108,3,3714.0,3,0,0,0,0,0,0,0,3,0,0
26,9,18226.0,7,0,0,2,0,0,0,0,9,0,0
5,5,24595.0,5,0,0,0,0,0,0,0,5,0,0
250,1,10.0,1,0,0,0,0,0,0,0,1,0,0
163,3,11716.0,3,0,0,0,0,0,0,0,3,0,0
24,9,15786.0,8,0,0,1,0,0,0,0,9,0,0
19,5,16005.0,5,0,0,0,0,0,0,0,5,0,0
32,7,20228.0,7,0,0,0,0,0,0,0,7,0,0
24,5,1446.0,5,0,0,0,0,0,0,0,5,0,0
31,6,61350.0,6,0,0,0,0,0,6,0,6,0,0
87,12,23396.0,1,0,0,10,1,0,0,0,12,0,0
32,1,10.0,1,0,0,0,0,0,0,0,1,0,0
17,4,9120.0,4,0,0,0,0,0,0,0,4,0,0
4,2,15010.0,2,0,0,0,0,0,1,0,2,0,0
77,1,63000.0,1,0,0,0,0,0,1,0,1,0,0
25,2,2935.0,2,0,0,0,0,0,0,0,2,0,0
30,9,48600.0,8,0,0,1,0,0,0,0,9,0,0
29,4,12680.0,2,0,0,2,0,0,0,0,4,0,0
8,8,136648.0,7,0,0,1,0,0,8,0,8,0,0
50,5,312020.0,1,0,0,4,0,0,5,0,5,0,0
1,29,162264.0,12,0,0,8,9,0,1,0,29,0,0
26,5,66010.0,3,0,0,1,1,0,4,0,5,0,0
3,11,24820.0,9,0,0,0,2,0,0,0,11,0,0
15,8,41408.0,4,0,0,0,4,0,0,0,8,0,0
31,11,30020.0,7,0,0,1,3,0,0,0,11,0,0
271,1,25100.0,0,0,0,0,1,0,1,0,1,0,0
3,25,114178.0,1,0,0,24,0,0,0,0,25,0,0
29,5,6438.0,5,0,0,0,0,0,0,0,5,0,0
124,2,363.0,0,0,0,0,2,0,0,0,2,0,0
7,7,33496.0,7,0,0,0,0,0,0,0,7,0,0
208,5,45734.0,1,0,0,0,4,0,4,0,5,0,0
18,2,4596.0,1,0,0,1,0,0,0,0,2,0,0
1,18,60960.0,4,0,0,14,0,0,0,0,18,0,0
6,1,10.0,1,0,0,0,0,0,0,0,1,0,0
7,1,1565.0,1,0,0,0,0,0,0,0,1,0,0
99,2,3961.0,0,0,0,0,2,0,0,0,2,0,0
9,8,121336.0,3,0,0,4,1,0,8,0,8,0,0
156,1,10.0,1,0,0,0,0,0,0,0,1,0,0
1,25,49660.0,1,0,0,24,0,0,0,0,25,0,0
199,1,20445.0,0,0,0,0,1,0,1,0,1,0,0
57,5,21418.0,5,0,0,0,0,0,0,0,5,0,0
16,4,7042.0,4,0,0,0,0,0,0,0,4,0,0
257,1,10.0,0,0,0,0,1,0,0,0,1,0,0
37,13,178106.0,2,0,0,11,0,0,8,0,13,0,0
12,19,112510.0,7,0,0,12,0,0,0,0,19,0,0
17,10,23077.0,6,0,0,4,0,0,0,0,10,0,0
15,19,33130.0,3,0,0,16,0,0,0,0,19,0,0
24,9,31514.0,1,0,0,8,0,0,0,0,9,0,0
107,3,6212.0,3,0,0,0,0,0,0,0,3,0,0
82,1,8000.0,1,0,0,0,0,0,0,0,1,0,0
29,5,15374.0,5,0,0,0,0,0,0,0,5,0,0
181,1,10.0,0,0,0,0,1,0,0,0,1,0,0
171,1,10.0,0,0,0,0,1,0,0,0,1,0,0
53,1,10.0,0,0,0,0,1,0,0,0,1,0,0
150,1,10.0,0,0,0,0,1,0,0,0,1,0,0
256,1,10915.0,0,0,0,0,1,0,1,0,1,0,0
64,1,17000.0,0,0,0,1,0,0,1,0,1,0,0
168,1,32183.0,1,0,0,0,0,0,1,0,1,0,0
20,1,10.0,1,0,0,0,0,0,0,0,1,0,0
1,7,29800.0,3,0,0,4,0,0,0,0,7,0,0
65,10,19284.0,3,0,0,7,0,0,0,0,10,0,0
89,4,6922.0,3,0,0,0,0,1,0,0,4,0,0
2,3,10630.0,3,0,0,0,0,0,0,0,3,0,0
57,5,9186.0,4,0,0,1,0,0,0,0,5,0,0
10,1,10.0,1,0,0,0,0,0,0,0,1,0,0
47,1,7090.0,1,0,0,0,0,0,0,0,1,0,0
106,6,79500.0,3,0,0,0,2,1,6,0,6,0,0
36,1,10.0,0,0,1,0,0,0,0,0,1,0,0
17,6,46122.0,6,0,0,0,0,0,0,0,6,0,0
10,2,12939.0,2,0,0,0,0,0,1,0,2,0,0
1,5,25362.0,5,0,0,0,0,0,0,0,5,0,0
19,2,15615.0,2,0,0,0,0,0,1,0,2,0,0
16,2,21896.0,2,0,0,0,0,0,1,0,2,0,0
6,12,53325.0,12,0,0,0,0,0,0,0,12,0,0
52,7,483000.0,3,0,0,0,4,0,7,0,7,0,0
30,8,8556.0,6,0,0,0,0,2,0,0,8,0,0
36,3,1340.0,3,0,0,0,0,0,0,0,3,0,0
7,2,20508.0,2,0,0,0,0,0,2,0,2,0,0
7,6,85216.0,6,0,0,0,0,0,6,0,6,0,0
16,8,83137.0,8,0,0,0,0,0,4,0,8,0,0
21,1,7015.0,1,0,0,0,0,0,0,0,1,0,0
24,29,280010.0,1,0,0,0,28,0,0,0,29,0,0
51,1,10.0,0,0,0,0,1,0,0,0,1,0,0
83,2,20.0,0,0,0,0,2,0,0,0,2,0,0
194,1,10.0,0,0,0,0,1,0,0,0,1,0,0
240,1,15000.0,0,0,0,1,0,0,1,0,1,0,0
65,3,5029.0,0,0,0,0,3,0,0,0,3,0,0
6,6,15968.0,6,0,0,0,0,0,0,0,6,0,0
33,1,65238.0,1,0,0,0,0,0,1,0,1,0,0
294,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
57,20,6478.280000000002,7,0,0,13,0,0,0,0,0,20,0
294,1,5000.0,1,0,0,0,0,0,0,0,1,0,0
26,13,4211.049999999999,10,0,0,3,0,0,0,0,0,13,0
294,1,6650.0,1,0,0,0,0,0,0,0,0,1,0
1,11,58040.0,11,0,0,0,0,0,0,0,11,0,0
294,1,1500.0,1,0,0,0,0,0,0,0,0,1,0
294,1,3325.0,0,1,0,0,0,0,0,0,0,1,0
8,36,11660.519999999997,1,0,0,35,0,0,0,0,0,36,0
293,1,2000.0,0,0,0,1,0,0,0,0,0,1,0
232,3,15816.0,2,0,0,1,0,0,0,0,0,3,0
192,6,483000.0,6,0,0,0,0,0,5,0,0,6,0
35,2,3900.0,2,0,0,0,0,0,0,0,0,2,0
293,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
50,2,4400.0,2,0,0,0,0,0,0,0,0,2,0
251,1,2500.0,1,0,0,0,0,0,0,0,1,0,0
31,10,63420.0,10,0,0,0,0,0,1,0,0,10,0
293,1,3896.0,1,0,0,0,0,0,0,0,0,1,0
293,1,5250.0,1,0,0,0,0,0,0,0,1,0,0
293,1,33.0,1,0,0,0,0,0,0,0,0,1,0
157,7,60199.9,3,0,0,4,0,0,5,0,0,7,0
293,1,1019.0,1,0,0,0,0,0,0,0,0,1,0
293,1,1500.0,1,0,0,0,0,0,0,0,0,1,0
293,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
163,1,3000.0,1,0,0,0,0,0,0,0,0,1,0
36,5,11800.0,5,0,0,0,0,0,0,0,5,0,0
293,1,3000.0,1,0,0,0,0,0,0,0,0,1,0
293,1,1199.1,1,0,0,0,0,0,0,0,0,1,0
22,7,20000.0,7,0,0,0,0,0,0,0,0,7,0
17,16,108641.0,10,0,0,6,0,0,0,0,0,16,0
293,1,6450.0,1,0,0,0,0,0,0,0,0,1,0
293,1,449.0,1,0,0,0,0,0,0,0,0,1,0
293,1,2066.4,1,0,0,0,0,0,0,0,1,0,0
293,1,2000.0,1,0,0,0,0,0,0,0,1,0,0
293,1,2745.0,1,0,0,0,0,0,0,0,0,1,0
293,1,2000.0,1,0,0,0,0,0,0,0,1,0,0
35,2,2800.0,2,0,0,0,0,0,0,0,2,0,0
36,1,1400.0,1,0,0,0,0,0,0,0,0,1,0
293,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
57,2,4000.0,2,0,0,0,0,0,0,0,0,2,0
293,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
293,1,2000.0,1,0,0,0,0,0,0,0,1,0,0
293,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
293,1,449.0,1,0,0,0,0,0,0,0,0,1,0
292,1,96000.0,1,0,0,0,0,0,1,0,0,1,0
293,1,96000.0,0,0,0,0,1,0,1,0,1,0,0
119,6,63584.0,6,0,0,0,0,0,3,0,0,6,0
170,3,16092.0,3,0,0,0,0,0,0,0,0,3,0
1,33,84742.0,33,0,0,0,0,0,0,0,0,33,0
293,1,838.2,1,0,0,0,0,0,0,0,0,1,0
148,5,7368.0,5,0,0,0,0,0,0,0,0,5,0
293,1,10000.0,0,0,0,0,0,1,0,0,0,1,0
13,14,223538.0,1,0,0,13,0,0,14,0,0,14,0
13,12,206940.0,0,0,0,11,1,0,12,0,0,12,0
21,3,4200.0,2,0,0,0,1,0,0,0,0,3,0
293,2,3500.0,2,0,0,0,0,0,0,0,2,0,0
272,2,10136.0,2,0,0,0,0,0,0,0,0,2,0
293,1,5000.0,0,0,0,0,0,1,0,0,0,1,0
293,1,1.0,1,0,0,0,0,0,0,0,1,0,0
52,16,59140.0,16,0,0,0,0,0,0,0,0,16,0
12,3,8500.0,1,0,0,1,1,0,0,0,0,3,0
190,3,11900.0,3,0,0,0,0,0,0,0,0,3,0
219,3,36472.0,2,0,0,0,0,1,1,0,0,3,0
293,1,52451.0,1,0,0,0,0,0,1,0,0,1,0
66,9,18234.0,8,0,1,0,0,0,0,0,0,9,0
235,2,5000.0,2,0,0,0,0,0,0,0,0,2,0
293,1,5000.0,1,0,0,0,0,0,0,0,0,1,0
57,30,29216.370000000024,2,0,0,28,0,0,0,0,0,30,0
293,1,1000.0,1,0,0,0,0,0,0,0,1,0,0
293,1,1377.0,1,0,0,0,0,0,0,0,0,1,0
293,1,800.0,0,0,0,0,1,0,0,0,0,1,0
293,1,479.0,1,0,0,0,0,0,0,0,0,1,0
8,17,5506.450000000001,9,0,0,8,0,0,0,0,0,17,0
31,10,154200.0,10,0,0,0,0,0,10,0,0,10,0
293,1,852.64,1,0,0,0,0,0,0,0,1,0,0
293,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
174,1,3000.0,1,0,0,0,0,0,0,0,0,1,0
81,4,11000.0,3,0,0,0,1,0,0,0,0,4,0
37,3,4800.0,3,0,0,0,0,0,0,0,0,3,0
291,3,2922.96,0,0,0,0,3,0,0,0,3,0,0
293,1,1049.1,1,0,0,0,0,0,0,0,0,1,0
15,8,22000.0,8,0,0,0,0,0,0,0,0,8,0
13,16,37200.0,7,0,0,9,0,0,0,0,0,16,0
19,107,1125468.5200000005,10,0,0,97,0,0,106,0,0,107,0
292,1,9625.0,1,0,0,0,0,0,0,0,0,1,0
292,1,2125.0,1,0,0,0,0,0,0,0,0,1,0
268,2,835.75,2,0,0,0,0,0,0,0,0,2,0
57,3,6624.0,2,0,0,1,0,0,0,0,0,3,0
292,1,10500.0,1,0,0,0,0,0,1,0,0,1,0
273,2,13400.0,2,0,0,0,0,0,0,0,0,2,0
45,7,46900.0,7,0,0,0,0,0,0,0,0,7,0
285,2,1994.99,2,0,0,0,0,0,0,0,2,0,0
109,2,9778.0,2,0,0,0,0,0,0,0,0,2,0
292,2,20.0,0,0,0,0,2,0,0,0,2,0,0
2,23,61104.0,6,0,0,4,13,0,0,0,0,23,0
26,19,6154.390000000001,9,0,0,10,0,0,0,0,0,19,0
292,1,4958.87,1,0,0,0,0,0,0,0,0,1,0
292,1,72000.0,1,0,0,0,0,0,1,0,0,1,0
292,1,1748.0,1,0,0,0,0,0,0,0,0,1,0
290,9,10695.400000000001,1,0,0,0,8,0,0,0,0,9,0
9,30,187500.0,2,0,0,28,0,0,0,0,0,30,0
10,12,120000.0,3,0,0,9,0,0,0,0,0,12,0
292,1,749.0,1,0,0,0,0,0,0,0,0,1,0
292,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
292,1,5000.0,0,0,0,1,0,0,0,0,0,1,0
292,1,5000.0,1,0,0,0,0,0,0,0,1,0,0
16,3,8000.0,3,0,0,0,0,0,0,0,0,3,0
292,1,892.2,1,0,0,0,0,0,0,0,0,1,0
292,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
292,2,2.0,0,0,0,0,0,2,0,0,0,2,0
180,85,1016100.5200000004,4,0,0,70,3,8,78,0,85,0,0
292,1,17594.0,0,0,0,0,0,1,1,0,0,1,0
12,16,819872.0,0,0,0,16,0,0,16,0,0,16,0
18,4,104724.0,4,0,0,0,0,0,4,0,0,4,0
12,16,388256.0,0,0,0,16,0,0,16,0,16,0,0
179,4,15700.0,4,0,0,0,0,0,0,0,0,4,0
292,1,1307.0,0,0,1,0,0,0,0,0,1,0,0
292,1,1931.12,1,0,0,0,0,0,0,0,0,1,0
161,1,1640.72,1,0,0,0,0,0,0,0,1,0,0
52,5,15000.0,5,0,0,0,0,0,0,0,0,5,0
23,1,3000.0,1,0,0,0,0,0,0,0,1,0,0
292,2,7000.0,2,0,0,0,0,0,0,0,2,0,0
6,11,64735.0,10,0,0,0,1,0,0,0,0,11,0
292,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
14,19,67815.0,10,0,0,5,4,0,0,0,19,0,0
8,32,10364.8,3,0,0,29,0,0,0,0,0,32,0
292,1,1199.1,1,0,0,0,0,0,0,0,0,1,0
2,33,122249.0,2,0,0,31,0,0,0,0,0,33,0
27,12,58789.0,8,0,0,3,0,1,0,0,0,12,0
292,2,6100.0,2,0,0,0,0,0,0,0,0,2,0
24,7,20000.0,7,0,0,0,0,0,0,0,0,7,0
279,2,155.25,2,0,0,0,0,0,0,0,0,2,0
292,1,200.0,0,1,0,0,0,0,0,0,0,1,0
292,1,648.99,1,0,0,0,0,0,0,0,0,1,0
292,1,1492.0,1,0,0,0,0,0,0,0,0,1,0
198,2,6000.0,2,0,0,0,0,0,0,0,0,2,0
292,1,1337.3,1,0,0,0,0,0,0,0,1,0,0
176,1,1250.0,1,0,0,0,0,0,0,0,1,0,0
287,3,90027.0,0,0,0,0,3,0,3,0,0,3,0
292,1,72050.0,0,0,0,0,0,1,1,0,0,1,0
36,3,4800.0,3,0,0,0,0,0,0,0,3,0,0
194,1,1100.0,1,0,0,0,0,0,0,0,0,1,0
292,1,2100.0,1,0,0,0,0,0,0,0,0,1,0
94,2,84000.0,2,0,0,0,0,0,2,0,0,2,0
107,8,34378.0,7,0,0,0,1,0,0,0,0,8,0
16,3,12969.0,3,0,0,0,0,0,0,0,0,3,0
74,8,52000.0,7,0,0,0,0,1,0,0,0,8,0
292,1,3100.0,0,0,0,0,0,1,0,0,0,1,0
25,7,29800.0,7,0,0,0,0,0,1,0,0,7,0
292,1,2000.0,1,0,0,0,0,0,0,0,0,1,0
80,3,11000.0,3,0,0,0,0,0,0,0,0,3,0
236,1,3000.0,1,0,0,0,0,0,0,0,1,0,0
122,2,2226.0,2,0,0,0,0,0,0,0,0,2,0
292,1,3000.0,1,0,0,0,0,0,0,0,0,1,0
26,15,4858.67,9,0,0,0,0,6,0,0,0,15,0
292,1,12000.0,1,0,0,0,0,0,1,0,0,1,0
234,2,15000.0,2,0,0,0,0,0,1,0,0,2,0
120,9,12776.0,9,0,0,0,0,0,0,0,0,9,0
47,5,6856.0,5,0,0,0,0,0,0,0,0,5,0
